1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575,1.0575
0.96359,0.96221,0.96221,0.96221,0.96221,0.96359,0.96221,0.96359,0.96359,0.96359,0.96359,0.96359,0.96359,0.96221,0.96359,0.96221,0.96359,0.96221,0.96221,0.96359,0.96221,0.96221,0.96221,0.96359,0.96221,0.96359,0.96359,0.96359,0.96359,0.96359,0.96359,0.96359,0.96359,0.96359,0.96221,0.96359,0.96221,0.96221,0.96359,0.96221,0.96359,0.96221,0.96359,0.96221,0.96359,0.96359,0.96221,0.96221,0.96221,0.96221,0.96359,0.96359,0.96221,0.96359,0.96221,0.96359,0.96359,0.96221,0.96359,0.96359,0.96221,0.96359,0.96359,0.96221,0.96359,0.96221,0.96359,0.96221,0.96221,0.96221,0.96221,0.96359,0.96359,0.96221,0.96359,0.96221,0.96221,0.96221,0.96359,0.96221,0.96221,0.96359,0.96221,0.96359,0.96359,0.96359,0.96221,0.96221,0.96359,0.96221,0.96359,0.96359,0.96221,0.96221,0.96221,0.96359,0.96359,0.96221,0.96221,0.96359
0.91127,0.86788,0.86788,0.86788,0.86788,0.95928,0.86788,0.95928,0.95928,0.95928,0.95928,0.95928,0.95928,0.86448,0.95928,0.86788,0.95928,0.86788,0.86788,0.95928,0.86788,0.86788,0.86788,0.95928,0.86788,0.91127,0.95928,0.95928,0.95928,0.95928,0.95928,0.95928,0.95928,0.95928,0.86788,0.95928,0.86788,0.86788,0.95928,0.86788,0.95928,0.86788,0.95928,0.86788,0.95928,0.95928,0.86788,0.86788,0.86788,0.86788,0.95928,0.95928,0.86788,0.95928,0.86788,0.95928,0.95928,0.86788,0.95928,0.95928,0.86788,0.95928,0.95928,0.86788,0.95928,0.86788,0.95928,0.86788,0.86448,0.86788,0.86788,0.95928,0.95928,0.86788,0.95928,0.86788,0.86788,0.86788,0.95928,0.86788,0.86788,0.95928,0.86788,0.95928,0.95928,0.95928,0.86788,0.86788,0.95928,0.86788,0.95928,0.95928,0.86788,0.86448,0.86788,0.95928,0.95928,0.86788,0.86788,0.95928
1.0453,0.89775,0.89775,0.89775,0.89775,0.84245,0.89775,0.85061,0.84245,0.84245,0.84245,0.84245,0.84245,0.74872,0.84245,0.89775,0.84245,0.89775,0.89775,0.84245,0.89775,0.89775,0.89775,0.84245,0.89775,1.0453,0.84245,0.84245,0.85061,0.84245,0.84245,0.84245,0.84245,0.84245,0.89775,0.84245,0.89775,0.89775,0.84245,0.89775,0.84245,0.89775,0.84245,0.89775,0.84245,0.84245,0.89775,0.89775,0.89775,0.89775,0.84245,0.84245,0.89775,0.84245,0.89775,0.84245,0.84245,0.89775,0.84245,0.84245,0.89775,0.84245,0.84245,0.89775,0.84245,0.89775,0.84245,0.89775,0.74872,0.89775,0.89775,0.85061,0.84245,0.89775,0.84245,0.89775,0.89775,0.89775,0.84245,0.89775,0.89775,0.84245,0.89775,0.84245,0.84245,0.84245,0.89775,0.89775,0.84245,0.89775,0.84245,0.84245,0.89775,0.74872,0.89775,0.84245,0.84245,0.89775,0.89775,0.84245
0.63609,0.71,0.65787,0.71,0.71,0.71057,0.71,0.76552,0.71057,0.71057,0.71057,0.71057,0.71057,0.69984,0.71057,0.61728,0.71057,0.71,0.71,0.71057,0.71,0.71,0.71,0.71057,0.71,0.63609,0.71057,0.71057,0.76552,0.71057,0.71057,0.71057,0.71057,0.71057,0.71,0.71057,0.71,0.61728,0.71057,0.71,0.71057,0.71,0.71057,0.71,0.71057,0.71057,0.71,0.71,0.71,0.71,0.71057,0.71057,0.71,0.71057,0.61728,0.71057,0.71057,0.65787,0.71057,0.71057,0.71,0.71057,0.71057,0.71,0.71057,0.71,0.71057,0.71,0.69984,0.71,0.71,0.76552,0.71057,0.71,0.71057,0.65787,0.71,0.71,0.71057,0.71,0.71,0.71057,0.65787,0.71057,0.71057,0.71057,0.71,0.71,0.71057,0.71,0.71057,0.71057,0.71,0.69984,0.71,0.71057,0.71057,0.71,0.71,0.71057
0.64636,0.53238,0.59388,0.53238,0.53238,0.58194,0.53238,0.52307,0.58194,0.58194,0.58194,0.58194,0.58194,0.7379,0.58194,0.59408,0.58194,0.53238,0.53238,0.58194,0.53238,0.53238,0.53238,0.58194,0.53238,0.64636,0.58194,0.58194,0.52307,0.58194,0.58194,0.58194,0.58194,0.58194,0.53238,0.55527,0.53238,0.59408,0.58194,0.53238,0.58194,0.53238,0.58194,0.53238,0.58194,0.58194,0.53238,0.53238,0.53238,0.53238,0.58194,0.58194,0.53238,0.58194,0.59408,0.58194,0.55527,0.59388,0.58194,0.58194,0.53238,0.58194,0.58194,0.53238,0.58194,0.53238,0.58194,0.53238,0.7379,0.53238,0.53238,0.52307,0.58194,0.53238,0.55527,0.59388,0.53238,0.53238,0.58194,0.53238,0.53238,0.58194,0.59388,0.55527,0.58194,0.58194,0.53238,0.53238,0.58194,0.53238,0.58194,0.58194,0.53238,0.7379,0.53238,0.58194,0.58194,0.53238,0.53238,0.58194
0.45544,0.48384,0.48197,0.48384,0.48384,0.56814,0.48384,0.56578,0.56814,0.56814,0.56814,0.56814,0.56814,0.50812,0.56814,0.50938,0.56814,0.48384,0.48384,0.56814,0.48384,0.48384,0.48384,0.56814,0.48384,0.45544,0.46884,0.56814,0.56578,0.56814,0.56814,0.56814,0.56814,0.56814,0.48384,0.4708,0.48384,0.50938,0.56814,0.48384,0.56814,0.48384,0.56814,0.48384,0.56814,0.56814,0.48384,0.48384,0.48384,0.48384,0.56814,0.56814,0.48384,0.56814,0.50938,0.56814,0.4708,0.48197,0.56814,0.56814,0.48384,0.56814,0.56814,0.48384,0.56814,0.48384,0.56814,0.48384,0.50812,0.48384,0.48384,0.56578,0.56814,0.48384,0.4708,0.48197,0.48384,0.48384,0.56814,0.48384,0.48384,0.56814,0.48197,0.4708,0.46884,0.56814,0.48384,0.48384,0.56814,0.48384,0.56814,0.46884,0.48384,0.50812,0.48384,0.46884,0.56814,0.48384,0.48384,0.56814
0.36499,0.54334,0.46373,0.54334,0.54334,0.51638,0.54334,0.42624,0.52059,0.51638,0.51638,0.51638,0.51638,0.44239,0.51638,0.49483,0.51638,0.54334,0.54334,0.51638,0.46975,0.54334,0.54334,0.52059,0.54334,0.36499,0.53022,0.52059,0.42624,0.51638,0.51638,0.51638,0.51638,0.51638,0.54334,0.57821,0.54334,0.49483,0.51638,0.54334,0.51638,0.54334,0.51638,0.54334,0.51638,0.51638,0.54334,0.54334,0.54334,0.54334,0.51638,0.51638,0.46975,0.51638,0.49483,0.51638,0.57821,0.46373,0.51638,0.51638,0.54334,0.51638,0.51638,0.46975,0.51638,0.54334,0.51638,0.54334,0.44239,0.54334,0.54334,0.42624,0.51638,0.54334,0.57821,0.46373,0.54334,0.54334,0.51638,0.54334,0.54334,0.51638,0.46373,0.57821,0.53022,0.51638,0.54334,0.54334,0.51638,0.54334,0.51638,0.53022,0.54334,0.44239,0.54334,0.53022,0.51638,0.46975,0.54334,0.51638
0.50059,0.46452,0.46305,0.49058,0.46452,0.42512,0.46452,0.40774,0.5402,0.42512,0.42512,0.42512,0.42512,0.47931,0.42512,0.41966,0.42512,0.46452,0.46452,0.42512,0.46804,0.46452,0.46452,0.5402,0.46452,0.50059,0.42473,0.5402,0.40774,0.42512,0.42512,0.42512,0.42512,0.42512,0.46452,0.46532,0.46452,0.41966,0.42512,0.46452,0.42512,0.46452,0.42512,0.46452,0.42512,0.42512,0.46452,0.46452,0.46452,0.46452,0.42512,0.42512,0.46804,0.42512,0.41966,0.42512,0.46532,0.46305,0.42512,0.42512,0.46452,0.42512,0.42512,0.46804,0.42512,0.46452,0.42512,0.46452,0.47931,0.49058,0.46452,0.40774,0.42512,0.46452,0.46532,0.46305,0.46452,0.46452,0.42512,0.46452,0.46452,0.42512,0.46305,0.46532,0.42473,0.42512,0.46452,0.46452,0.42512,0.46452,0.42512,0.42473,0.46452,0.47931,0.46452,0.42473,0.42512,0.46804,0.46452,0.42512
0.42411,0.37827,0.41797,0.43304,0.37827,0.43123,0.37827,0.46591,0.43396,0.43123,0.43123,0.43123,0.43123,0.43861,0.43123,0.41556,0.43123,0.37827,0.37827,0.43123,0.40827,0.37827,0.37827,0.43396,0.37827,0.42411,0.37341,0.43396,0.46591,0.43123,0.43123,0.43123,0.43123,0.39811,0.37827,0.44972,0.37827,0.41556,0.43123,0.37827,0.43123,0.37827,0.43123,0.37827,0.43123,0.39811,0.37827,0.45589,0.45589,0.37827,0.43123,0.43123,0.40827,0.43123,0.41556,0.43123,0.44972,0.41797,0.43123,0.43123,0.37827,0.43123,0.43123,0.40827,0.43123,0.37827,0.43123,0.37827,0.43861,0.43304,0.37827,0.46591,0.43123,0.37827,0.44972,0.41797,0.37827,0.37827,0.43123,0.37827,0.37827,0.43123,0.41797,0.44972,0.37341,0.43123,0.37827,0.37827,0.43123,0.37827,0.39811,0.37341,0.37827,0.43861,0.37827,0.37341,0.43123,0.40827,0.37827,0.43123
